NU_ID;NU_NR;HH021;HH071_1;HH071_2;HH071_3;HH071_4;ADR_KEITE
20018000.0;200180.0;1.0;2.0;;;;NE
10198300.0;101983.0;5.0;2.0;;;;NE
20336100.0;203361.0;1.0;2.0;;;;NE
10150900.0;101509.0;1.0;2.0;;;;NE
40075500.0;400755.0;2.0;1.0;;6.0;12.0;NE
20011900.0;200119.0;1.0;2.0;;;;NE
30210900.0;302109.0;3.0;2.0;;;;NE
40274400.0;402744.0;1.0;2.0;;;;NE
20159000.0;201590.0;2.0;1.0;350.0;;2.0;NE
40099500.0;400995.0;1.0;2.0;;;;NE
30195700.0;301957.0;1.0;2.0;;;;NE
20074700.0;200747.0;1.0;2.0;;;;NE
40343600.0;403436.0;2.0;1.0;;7.0;12.0;NE
40062700.0;400627.0;2.0;1.0;163.0;;12.0;NE
30065900.0;300659.0;1.0;2.0;;;;NE
40265100.0;402651.0;1.0;2.0;;;;NE
30181400.0;301814.0;2.0;1.0;;2.0;12.0;NE
10093300.0;100933.0;1.0;2.0;;;;NE
40334200.0;403342.0;1.0;2.0;;;;NE
10180500.0;101805.0;1.0;2.0;;;;NE
20078800.0;200788.0;1.0;2.0;;;;NE
20150800.0;201508.0;1.0;2.0;;;;NE
40275300.0;402753.0;5.0;2.0;;;;NE
20136600.0;201366.0;1.0;2.0;;;;NE
30193500.0;301935.0;1.0;2.0;;;;NE
20267800.0;202678.0;1.0;2.0;;;;NE
10263500.0;102635.0;1.0;2.0;;;;NE
40286600.0;402866.0;1.0;2.0;;;;NE
30005300.0;300053.0;1.0;2.0;;;;NE
20278600.0;202786.0;2.0;1.0;330.0;;12.0;NE
40258800.0;402588.0;1.0;2.0;;;;NE
40036700.0;400367.0;1.0;2.0;;;;NE
20052400.0;200524.0;1.0;2.0;;;;NE
30286300.0;302863.0;1.0;2.0;;;;NE
40077000.0;400770.0;1.0;2.0;;;;NE
30225300.0;302253.0;5.0;2.0;;;;NE
10184700.0;101847.0;1.0;2.0;;;;NE
20019100.0;200191.0;2.0;1.0;;;12.0;NE
20270900.0;202709.0;1.0;2.0;;;;NE
30076300.0;300763.0;1.0;2.0;;;;NE
10161100.0;101611.0;1.0;2.0;;;;TAIP
20192800.0;201928.0;1.0;2.0;;;;NE
10327500.0;103275.0;1.0;2.0;;;;NE
40153100.0;401531.0;1.0;2.0;;;;NE
40034200.0;400342.0;2.0;1.0;220.0;;12.0;NE
10324700.0;103247.0;1.0;2.0;;;;NE
30285700.0;302857.0;1.0;2.0;;;;NE
20215700.0;202157.0;1.0;2.0;;;;NE
20322000.0;203220.0;1.0;2.0;;;;NE
10134900.0;101349.0;1.0;2.0;;;;NE
10069400.0;100694.0;1.0;2.0;;;;NE
40070700.0;400707.0;1.0;2.0;;;;NE
10242700.0;102427.0;1.0;2.0;;;;NE
10295400.0;102954.0;1.0;2.0;;;;NE
10289400.0;102894.0;1.0;2.0;;;;NE
40225800.0;402258.0;1.0;2.0;;;;NE
40155600.0;401556.0;1.0;2.0;;;;NE
10020300.0;100203.0;2.0;1.0;170.0;;12.0;NE
30027900.0;300279.0;2.0;1.0;50.0;;12.0;NE
30106000.0;301060.0;1.0;2.0;;;;NE
20090900.0;200909.0;1.0;2.0;;;;NE
20324200.0;203242.0;1.0;2.0;;;;NE
30212400.0;302124.0;1.0;2.0;;;;NE
30193700.0;301937.0;1.0;2.0;;;;NE
10059300.0;100593.0;1.0;2.0;;;;NE
40320400.0;403204.0;1.0;2.0;;;;NE
40264400.0;402644.0;1.0;2.0;;;;NE
10273700.0;102737.0;1.0;2.0;;;;NE
10096900.0;100969.0;5.0;2.0;;;;NE
40123800.0;401238.0;1.0;2.0;;;;NE
40243500.0;402435.0;1.0;2.0;;;;NE
20044700.0;200447.0;2.0;1.0;;7.0;12.0;NE
20325300.0;203253.0;1.0;2.0;;;;NE
40105000.0;401050.0;1.0;2.0;;;;NE
20121500.0;201215.0;1.0;2.0;;;;NE
40040900.0;400409.0;2.0;1.0;;8.0;12.0;NE
20017800.0;200178.0;1.0;2.0;;;;NE
10338700.0;103387.0;1.0;2.0;;;;NE
30082800.0;300828.0;2.0;1.0;95.0;;10.0;NE
30184000.0;301840.0;1.0;2.0;;;;NE
40050900.0;400509.0;1.0;2.0;;;;NE
40347300.0;403473.0;1.0;2.0;;;;NE
20257300.0;202573.0;1.0;2.0;;;;NE
10343400.0;103434.0;1.0;2.0;;;;NE
10186300.0;101863.0;1.0;2.0;;;;NE
10139400.0;101394.0;1.0;2.0;;;;NE
20015000.0;200150.0;1.0;2.0;;;;NE
20254400.0;202544.0;5.0;2.0;;;;NE
10068300.0;100683.0;1.0;2.0;;;;NE
40199500.0;401995.0;1.0;2.0;;;;NE
30073100.0;300731.0;2.0;1.0;;10.0;12.0;NE
10234400.0;102344.0;1.0;2.0;;;;NE
10333700.0;103337.0;1.0;2.0;;;;NE
10006200.0;100062.0;1.0;2.0;;;;NE
10225900.0;102259.0;5.0;2.0;;;;NE
20214500.0;202145.0;1.0;2.0;;;;NE
30085400.0;300854.0;1.0;2.0;;;;NE
30303900.0;303039.0;1.0;2.0;;;;NE
40227600.0;402276.0;1.0;2.0;;;;NE
20072300.0;200723.0;2.0;1.0;;12.0;1.0;NE
30169000.0;301690.0;1.0;2.0;;;;NE
10328400.0;103284.0;1.0;2.0;;;;NE
10117900.0;101179.0;1.0;2.0;;;;NE
10290100.0;102901.0;1.0;2.0;;;;NE
30084800.0;300848.0;1.0;2.0;;;;NE
40321900.0;403219.0;1.0;2.0;;;;NE
40112500.0;401125.0;1.0;2.0;;;;NE
20318600.0;203186.0;1.0;2.0;;;;NE
30236600.0;302366.0;1.0;2.0;;;;NE
20024700.0;200247.0;2.0;1.0;;10.0;12.0;NE
40273600.0;402736.0;1.0;2.0;;;;NE
20283700.0;202837.0;1.0;2.0;;;;NE
30178200.0;301782.0;1.0;2.0;;;;NE
20114100.0;201141.0;5.0;2.0;;;;NE
20080900.0;200809.0;1.0;2.0;;;;NE
20054800.0;200548.0;1.0;2.0;;;;NE
10148300.0;101483.0;1.0;2.0;;;;NE
10287800.0;102878.0;1.0;2.0;505.0;;;NE
20198900.0;201989.0;1.0;2.0;;;;NE
20069200.0;200692.0;1.0;2.0;;;;NE
20304600.0;203046.0;1.0;2.0;;;;NE
20032900.0;200329.0;3.0;2.0;;;;NE
20098800.0;200988.0;1.0;2.0;;;;NE
30053700.0;300537.0;1.0;2.0;;;;NE
20171900.0;201719.0;1.0;2.0;;;;NE
30277300.0;302773.0;1.0;2.0;;;;NE
20071000.0;200710.0;1.0;2.0;;;;NE
10233800.0;102338.0;1.0;2.0;505.0;;;NE
40070900.0;400709.0;1.0;2.0;;;;NE
10168400.0;101684.0;2.0;1.0;70.0;;12.0;NE
30246700.0;302467.0;1.0;2.0;;;;NE
20031700.0;200317.0;1.0;2.0;;;;NE
20006400.0;200064.0;1.0;2.0;;;;NE
30237700.0;302377.0;1.0;2.0;;;;NE
20302200.0;203022.0;5.0;2.0;;;;NE
40009600.0;400096.0;1.0;2.0;;;;NE
20176300.0;201763.0;1.0;2.0;;;;NE
30215800.0;302158.0;1.0;2.0;;;;NE
10125900.0;101259.0;1.0;2.0;;;;NE
10108300.0;101083.0;1.0;2.0;;;;NE
20260500.0;202605.0;1.0;2.0;;;;NE
30097300.0;300973.0;1.0;2.0;;;;NE
10343000.0;103430.0;1.0;2.0;;;;NE
10036300.0;100363.0;3.0;2.0;;;;NE
20138400.0;201384.0;1.0;2.0;;;;NE
20091200.0;200912.0;1.0;2.0;;;;NE
30287000.0;302870.0;1.0;2.0;;;;NE
10140700.0;101407.0;5.0;2.0;;;;NE
10325500.0;103255.0;1.0;2.0;;;;NE
40169900.0;401699.0;1.0;2.0;;;;NE
20092000.0;200920.0;5.0;2.0;;;;NE
10121000.0;101210.0;5.0;2.0;;;;NE
40311500.0;403115.0;1.0;2.0;;;;NE
20073700.0;200737.0;1.0;2.0;;;;NE
10037400.0;100374.0;1.0;2.0;;;;NE
40331200.0;403312.0;1.0;2.0;;;;NE
10183600.0;101836.0;1.0;2.0;;;;NE
40191100.0;401911.0;1.0;2.0;;;;NE
30110200.0;301102.0;1.0;2.0;;;;NE
40271500.0;402715.0;1.0;2.0;;;;NE
20343300.0;203433.0;1.0;2.0;;;;NE
20225600.0;202256.0;1.0;2.0;;;;NE
20337000.0;203370.0;1.0;2.0;;;;NE
40256100.0;402561.0;1.0;2.0;;;;NE
10118200.0;101182.0;1.0;2.0;;;;NE
10166200.0;101662.0;1.0;2.0;;;;NE
30282600.0;302826.0;1.0;2.0;;;;NE
40190300.0;401903.0;5.0;2.0;;;;NE
30061500.0;300615.0;1.0;2.0;;;;NE
20089600.0;200896.0;1.0;2.0;;;;NE
40271000.0;402710.0;1.0;2.0;;;;NE
20029100.0;200291.0;2.0;1.0;;;12.0;NE
10064600.0;100646.0;1.0;2.0;;;;NE
10142800.0;101428.0;1.0;2.0;505.0;;;NE
40241200.0;402412.0;1.0;2.0;;;;NE
20003300.0;200033.0;1.0;2.0;;;;NE
30001300.0;300013.0;5.0;2.0;;;;NE
10097200.0;100972.0;1.0;2.0;;;;NE
40004900.0;400049.0;1.0;2.0;;;;NE
40157700.0;401577.0;2.0;1.0;200.0;;10.0;NE
20332200.0;203322.0;1.0;2.0;;;;NE
20185400.0;201854.0;2.0;2.0;;;;NE
20268700.0;202687.0;1.0;2.0;;;;NE
20106500.0;201065.0;2.0;1.0;160.0;;12.0;NE
10277200.0;102772.0;1.0;2.0;;;;NE
20180000.0;201800.0;1.0;2.0;;;;NE
30288600.0;302886.0;1.0;2.0;;;;NE
20066100.0;200661.0;1.0;2.0;;;;NE
20295000.0;202950.0;1.0;2.0;;;;NE
10289000.0;102890.0;1.0;2.0;;;;NE
10271500.0;102715.0;1.0;2.0;;;;NE
20129000.0;201290.0;2.0;1.0;96.0;;6.0;NE
30130900.0;301309.0;1.0;2.0;;;;NE
30086400.0;300864.0;1.0;2.0;;;;NE
30190800.0;301908.0;1.0;2.0;;;;NE
30109300.0;301093.0;1.0;2.0;;;;NE
20093800.0;200938.0;1.0;2.0;;;;NE
20316000.0;203160.0;1.0;2.0;;;;NE
40228800.0;402288.0;1.0;2.0;;;;NE
40145000.0;401450.0;5.0;2.0;;;;NE
10339400.0;103394.0;1.0;2.0;;;;NE
10007300.0;100073.0;1.0;2.0;;;;NE
20242700.0;202427.0;1.0;2.0;;;;NE
30095500.0;300955.0;2.0;1.0;103.0;;10.0;NE
20178000.0;201780.0;1.0;2.0;;;;NE
20237700.0;202377.0;1.0;2.0;;;;NE
30143000.0;301430.0;1.0;2.0;;;;NE
10094100.0;100941.0;1.0;2.0;;;;NE
20168800.0;201688.0;1.0;2.0;;;;NE
40343400.0;403434.0;1.0;2.0;;;;NE
20101000.0;201010.0;2.0;1.0;200.0;;12.0;NE
10073200.0;100732.0;1.0;2.0;;;;NE
20130800.0;201308.0;1.0;2.0;;;;NE
30023500.0;300235.0;2.0;1.0;;1.0;12.0;NE
40215400.0;402154.0;5.0;2.0;;;;NE
40257200.0;402572.0;1.0;2.0;;;;NE
30248800.0;302488.0;1.0;2.0;;;;NE
40325200.0;403252.0;1.0;2.0;;;;NE
20344500.0;203445.0;1.0;2.0;;;;NE
30242100.0;302421.0;1.0;2.0;;;;NE
10081900.0;100819.0;1.0;2.0;;;;NE
10304600.0;103046.0;2.0;1.0;160.0;;12.0;NE
10050200.0;100502.0;1.0;2.0;;;;NE
10154800.0;101548.0;2.0;1.0;225.0;;12.0;NE
40337000.0;403370.0;1.0;2.0;;;;NE
20143600.0;201436.0;2.0;1.0;550.0;;4.0;NE
20151400.0;201514.0;1.0;2.0;;;;NE
30214800.0;302148.0;1.0;2.0;;;;NE
10066800.0;100668.0;1.0;2.0;505.0;;;NE
20343400.0;203434.0;1.0;2.0;;;;NE
30195100.0;301951.0;5.0;2.0;;;;NE
40113800.0;401138.0;1.0;2.0;;;;NE
10164200.0;101642.0;1.0;2.0;;;;NE
30116100.0;301161.0;1.0;2.0;;;;NE
20132000.0;201320.0;1.0;2.0;;;;NE
30302900.0;303029.0;1.0;2.0;;;;NE
10181400.0;101814.0;1.0;2.0;;;;NE
10029400.0;100294.0;1.0;2.0;;;;NE
10094300.0;100943.0;1.0;2.0;;;;NE
40052800.0;400528.0;1.0;2.0;;;;NE
30228300.0;302283.0;1.0;2.0;;;;NE
20028600.0;200286.0;1.0;2.0;;;;NE
30154400.0;301544.0;1.0;2.0;;;;NE
10084600.0;100846.0;1.0;2.0;;;;NE
10069200.0;100692.0;2.0;1.0;100.0;;12.0;NE
10168100.0;101681.0;1.0;2.0;;;;NE
20222800.0;202228.0;3.0;2.0;;;;NE
20010700.0;200107.0;1.0;2.0;;;;NE
20095700.0;200957.0;2.0;1.0;400.0;;12.0;NE
20094200.0;200942.0;1.0;2.0;;;;NE
10254000.0;102540.0;1.0;2.0;;;;NE
40045700.0;400457.0;1.0;2.0;;;;NE
40036500.0;400365.0;1.0;2.0;;;;NE
20016200.0;200162.0;1.0;2.0;;;;NE
10170600.0;101706.0;1.0;2.0;;;;NE
30018100.0;300181.0;2.0;2.0;;7.0;;NE
10151800.0;101518.0;1.0;2.0;505.0;;;NE
10219400.0;102194.0;1.0;2.0;;;;NE
30279100.0;302791.0;1.0;2.0;;;;NE
10230400.0;102304.0;1.0;2.0;;;;NE
20255900.0;202559.0;1.0;2.0;;;;NE
30298900.0;302989.0;1.0;2.0;;;;NE
40206800.0;402068.0;1.0;2.0;;;;NE
30246200.0;302462.0;1.0;2.0;;;;NE
40230000.0;402300.0;2.0;1.0;101.0;;12.0;NE
40158400.0;401584.0;1.0;2.0;;;;NE
10045100.0;100451.0;1.0;2.0;;;;NE
20195400.0;201954.0;1.0;2.0;;;;NE
40180900.0;401809.0;1.0;2.0;;;;NE
30098800.0;300988.0;3.0;2.0;;;;NE
30272200.0;302722.0;1.0;2.0;;;;NE
40240700.0;402407.0;3.0;2.0;;;;TAIP
10004000.0;100040.0;1.0;2.0;;;;NE
40292200.0;402922.0;1.0;2.0;;;;NE
20040800.0;200408.0;1.0;2.0;;;;NE
10100400.0;101004.0;2.0;1.0;;12.0;12.0;NE
10261400.0;102614.0;1.0;2.0;;;;NE
40202300.0;402023.0;1.0;2.0;;;;NE
30296100.0;302961.0;1.0;2.0;;;;NE
40213000.0;402130.0;1.0;2.0;;;;NE
30146100.0;301461.0;1.0;2.0;;;;NE
10201400.0;102014.0;1.0;2.0;;;;NE
30230000.0;302300.0;1.0;2.0;;;;NE
40308600.0;403086.0;2.0;1.0;100.0;;12.0;NE
40225300.0;402253.0;1.0;2.0;;;;NE
10140900.0;101409.0;1.0;2.0;;;;NE
20293300.0;202933.0;5.0;2.0;;;;NE
30209200.0;302092.0;1.0;2.0;;;;NE
10018500.0;100185.0;1.0;2.0;;;;NE
40202200.0;402022.0;1.0;2.0;;;;NE
20107900.0;201079.0;1.0;2.0;;;;NE
20213800.0;202138.0;1.0;2.0;;;;NE
40318900.0;403189.0;1.0;2.0;;;;NE
30022200.0;300222.0;1.0;2.0;;;;NE
40108000.0;401080.0;1.0;2.0;;;;NE
20024100.0;200241.0;2.0;1.0;;;12.0;NE
20160900.0;201609.0;1.0;2.0;;;;NE
10292200.0;102922.0;1.0;2.0;;;;NE
10328900.0;103289.0;1.0;2.0;;;;NE
10005600.0;100056.0;1.0;2.0;;;;NE
20317500.0;203175.0;1.0;2.0;;;;NE
10216700.0;102167.0;1.0;2.0;;;;NE
20114300.0;201143.0;1.0;2.0;;;;NE
30270700.0;302707.0;1.0;2.0;;;;NE
10290800.0;102908.0;1.0;2.0;505.0;;;NE
10347000.0;103470.0;1.0;2.0;;;;NE
20124100.0;201241.0;2.0;1.0;;;12.0;NE
10231500.0;102315.0;1.0;2.0;;;;NE
20166800.0;201668.0;1.0;2.0;;;;NE
30225200.0;302252.0;3.0;2.0;;;;NE
20196300.0;201963.0;1.0;2.0;;;;NE
10181100.0;101811.0;1.0;2.0;;;;NE
20338500.0;203385.0;1.0;2.0;;;;NE
20323500.0;203235.0;1.0;2.0;;;;NE
30094700.0;300947.0;1.0;2.0;;;;NE
40186100.0;401861.0;1.0;2.0;;;;NE
10149900.0;101499.0;1.0;2.0;;;;NE
30258200.0;302582.0;2.0;1.0;;12.0;12.0;NE
40324000.0;403240.0;1.0;2.0;;;;NE
20056100.0;200561.0;1.0;2.0;;;;NE
40012000.0;400120.0;1.0;2.0;;;;NE
20125800.0;201258.0;1.0;2.0;;;;NE
10276100.0;102761.0;2.0;1.0;320.0;;12.0;NE
10003500.0;100035.0;1.0;2.0;;;;NE
10060100.0;100601.0;1.0;2.0;;;;NE
20235000.0;202350.0;1.0;2.0;;;;NE
30102300.0;301023.0;1.0;2.0;;;;NE
40259500.0;402595.0;1.0;2.0;;;;NE
30021800.0;300218.0;1.0;2.0;;;;NE
40265800.0;402658.0;1.0;2.0;;;;NE
20251900.0;202519.0;1.0;2.0;;;;NE
30213000.0;302130.0;1.0;2.0;;;;NE
30166900.0;301669.0;3.0;2.0;;;;NE
40294000.0;402940.0;4.0;2.0;;;;NE
20271700.0;202717.0;1.0;2.0;;;;NE
10153200.0;101532.0;1.0;2.0;;;;NE
20251500.0;202515.0;1.0;2.0;;;;NE
10158500.0;101585.0;1.0;2.0;;;;NE
30030400.0;300304.0;1.0;2.0;;;;NE
40206300.0;402063.0;1.0;2.0;;;;NE
40332400.0;403324.0;2.0;1.0;260.0;;12.0;NE
20249700.0;202497.0;4.0;2.0;;;;NE
20064900.0;200649.0;1.0;2.0;;;;NE
10269900.0;102699.0;1.0;2.0;;;;NE
20242100.0;202421.0;1.0;2.0;;;;NE
20249200.0;202492.0;1.0;2.0;;;;NE
40213800.0;402138.0;1.0;2.0;;;;NE
30170700.0;301707.0;1.0;2.0;;;;NE
10135100.0;101351.0;1.0;2.0;;;;NE
10167400.0;101674.0;1.0;2.0;;;;NE
40187900.0;401879.0;1.0;2.0;;;;NE
40249400.0;402494.0;1.0;2.0;;;;NE
40166700.0;401667.0;1.0;2.0;;;;NE
10081300.0;100813.0;1.0;2.0;;;;NE
40087100.0;400871.0;5.0;2.0;;;;NE
20088000.0;200880.0;1.0;2.0;;;;NE
40319300.0;403193.0;1.0;2.0;;;;NE
10249600.0;102496.0;1.0;2.0;;;;NE
40242800.0;402428.0;5.0;2.0;;;;NE
10008900.0;100089.0;1.0;2.0;;;;NE
20347000.0;203470.0;5.0;2.0;;;;NE
10198400.0;101984.0;1.0;2.0;;;;NE
10134700.0;101347.0;1.0;2.0;;;;NE
20015200.0;200152.0;1.0;2.0;;;;NE
40089200.0;400892.0;2.0;1.0;;12.0;12.0;NE
10134800.0;101348.0;2.0;1.0;100.0;;12.0;NE
30158300.0;301583.0;1.0;2.0;;;;NE
40270900.0;402709.0;1.0;2.0;;;;NE
20072100.0;200721.0;1.0;2.0;;;;NE
10144900.0;101449.0;1.0;2.0;;;;NE
10295100.0;102951.0;5.0;2.0;;;;NE
20076100.0;200761.0;5.0;2.0;;;;NE
20133900.0;201339.0;1.0;2.0;;;;NE
20141900.0;201419.0;1.0;2.0;;;;NE
10197400.0;101974.0;5.0;2.0;;;;NE
10210800.0;102108.0;1.0;2.0;505.0;;;NE
40165100.0;401651.0;1.0;2.0;;;;NE
40112200.0;401122.0;1.0;2.0;;;;NE
40164100.0;401641.0;1.0;2.0;;;;NE
30223000.0;302230.0;1.0;2.0;;;;NE
40076400.0;400764.0;1.0;2.0;;;;NE
20234900.0;202349.0;1.0;2.0;;;;NE
40207500.0;402075.0;1.0;2.0;;;;NE
10225800.0;102258.0;1.0;2.0;505.0;;;NE
20309100.0;203091.0;1.0;2.0;;;;NE
30235000.0;302350.0;1.0;2.0;;;;NE
20197400.0;201974.0;1.0;2.0;;;;NE
40095400.0;400954.0;1.0;2.0;;;;TAIP
10245500.0;102455.0;1.0;2.0;;;;NE
10016300.0;100163.0;1.0;2.0;;;;NE
40044200.0;400442.0;1.0;2.0;;;;NE
10034900.0;100349.0;1.0;2.0;;;;NE
40188800.0;401888.0;1.0;2.0;;;;NE
20075600.0;200756.0;1.0;2.0;;;;NE
10347400.0;103474.0;1.0;2.0;;;;NE
20050800.0;200508.0;1.0;2.0;;;;NE
10010800.0;100108.0;1.0;2.0;505.0;;;NE
40288700.0;402887.0;1.0;2.0;;;;NE
10031200.0;100312.0;1.0;2.0;;;;NE
40115600.0;401156.0;1.0;2.0;;;;NE
10107800.0;101078.0;1.0;2.0;505.0;;;NE
30179400.0;301794.0;1.0;2.0;;;;NE
10067400.0;100674.0;1.0;2.0;;;;NE
30208601.0;302086.0;1.0;2.0;;;;NE
30141800.0;301418.0;1.0;2.0;;;;NE
40049600.0;400496.0;1.0;2.0;;;;NE
20158000.0;201580.0;1.0;2.0;;;;NE
10045800.0;100458.0;2.0;1.0;;12.0;12.0;NE
20183100.0;201831.0;1.0;2.0;;;;NE
40250700.0;402507.0;1.0;2.0;;;;NE
30021600.0;300216.0;1.0;2.0;;;;NE
20178200.0;201782.0;1.0;2.0;;;;NE
20243000.0;202430.0;2.0;1.0;70.0;;12.0;NE
20062900.0;200629.0;1.0;2.0;;;;NE
40269500.0;402695.0;1.0;2.0;;;;NE
20325400.0;203254.0;1.0;2.0;;;;NE
30047400.0;300474.0;1.0;2.0;;;;NE
20248900.0;202489.0;1.0;2.0;;;;NE
30188900.0;301889.0;2.0;1.0;120.0;;12.0;NE
10043100.0;100431.0;1.0;2.0;;;;NE
30026300.0;300263.0;1.0;2.0;;;;NE
10255900.0;102559.0;1.0;2.0;;;;NE
30116200.0;301162.0;1.0;2.0;;;;NE
40189200.0;401892.0;1.0;2.0;;;;NE
10203900.0;102039.0;1.0;2.0;;;;NE
20126700.0;201267.0;1.0;2.0;;;;NE
20160500.0;201605.0;1.0;2.0;;;;NE
10109500.0;101095.0;1.0;2.0;;;;NE
40237500.0;402375.0;1.0;2.0;;;;NE
30198900.0;301989.0;1.0;2.0;;;;NE
20250300.0;202503.0;1.0;2.0;;;;NE
30117500.0;301175.0;1.0;2.0;;;;NE
20213400.0;202134.0;2.0;1.0;;4.0;12.0;NE
20347600.0;203476.0;1.0;2.0;;;;NE
40027700.0;400277.0;2.0;1.0;266.0;;12.0;NE
10089100.0;100891.0;1.0;2.0;;;;NE
30183600.0;301836.0;1.0;2.0;;;;NE
10309800.0;103098.0;1.0;2.0;505.0;;;NE
30226000.0;302260.0;1.0;2.0;;;;NE
20117900.0;201179.0;1.0;2.0;;;;NE
30121300.0;301213.0;1.0;2.0;;;;NE
10012500.0;100125.0;1.0;2.0;;;;NE
30292400.0;302924.0;1.0;2.0;;;;NE
20260600.0;202606.0;1.0;2.0;;;;NE
10158700.0;101587.0;1.0;2.0;;;;NE
40156500.0;401565.0;1.0;2.0;;;;NE
20164700.0;201647.0;1.0;2.0;;;;NE
40205700.0;402057.0;1.0;2.0;;;;NE
30271200.0;302712.0;1.0;2.0;;;;NE
10059400.0;100594.0;1.0;2.0;;;;NE
10055400.0;100554.0;1.0;2.0;;;;NE
20121300.0;201213.0;2.0;1.0;;1.0;12.0;NE
10004600.0;100046.0;1.0;2.0;;;;NE
30307001.0;303070.0;5.0;2.0;;;;NE
10327200.0;103272.0;1.0;2.0;;;;NE
20032500.0;200325.0;1.0;2.0;;;;NE
30142100.0;301421.0;1.0;2.0;;;;NE
30004200.0;300042.0;1.0;2.0;;;;NE
20124300.0;201243.0;1.0;2.0;;;;NE
20101400.0;201014.0;1.0;2.0;;;;NE
20218200.0;202182.0;1.0;2.0;;;;NE
10257800.0;102578.0;1.0;2.0;505.0;;;NE
10243100.0;102431.0;1.0;2.0;;;;NE
40059200.0;400592.0;2.0;1.0;;9.0;12.0;NE
20124200.0;201242.0;1.0;2.0;;;;NE
20231600.0;202316.0;1.0;2.0;;;;NE
20208600.0;202086.0;1.0;2.0;;;;NE
20077500.0;200775.0;1.0;2.0;;;;NE
40084600.0;400846.0;1.0;2.0;;;;NE
10229800.0;102298.0;5.0;2.0;505.0;;;NE
10306600.0;103066.0;1.0;2.0;;;;NE
30266400.0;302664.0;1.0;2.0;;;;NE
20198400.0;201984.0;1.0;2.0;;;;NE
10019100.0;100191.0;1.0;2.0;;;;NE
20068900.0;200689.0;1.0;2.0;;;;NE
20329600.0;203296.0;1.0;2.0;;;;NE
10241400.0;102414.0;2.0;1.0;100.0;;12.0;NE
10174900.0;101749.0;1.0;2.0;;;;NE
30123000.0;301230.0;1.0;2.0;;;;NE
10265800.0;102658.0;1.0;2.0;505.0;;;NE
30298200.0;302982.0;1.0;2.0;;;;NE
10117100.0;101171.0;1.0;2.0;;;;NE
40319900.0;403199.0;1.0;2.0;;;;NE
20014400.0;200144.0;1.0;2.0;;;;NE
10247400.0;102474.0;1.0;2.0;;;;NE
10224900.0;102249.0;5.0;2.0;;;;NE
10118600.0;101186.0;3.0;2.0;;;;NE
30210200.0;302102.0;2.0;1.0;;1.0;12.0;NE
30112600.0;301126.0;1.0;2.0;;;;NE
10082900.0;100829.0;1.0;2.0;;;;NE
20165100.0;201651.0;1.0;2.0;;;;NE
30273500.0;302735.0;1.0;2.0;;;;NE
30088100.0;300881.0;1.0;2.0;;;;NE
30261800.0;302618.0;1.0;2.0;;;;NE
30218300.0;302183.0;5.0;2.0;;;;NE
10150300.0;101503.0;1.0;2.0;;;;NE
20106900.0;201069.0;1.0;2.0;;;;NE
10329500.0;103295.0;1.0;2.0;;;;NE
10159700.0;101597.0;1.0;2.0;;;;NE
40133900.0;401339.0;1.0;2.0;;;;NE
20127800.0;201278.0;2.0;1.0;;12.0;12.0;NE
10143500.0;101435.0;1.0;2.0;;;;NE
20335400.0;203354.0;1.0;2.0;;;;NE
30185700.0;301857.0;1.0;2.0;;;;NE
20116300.0;201163.0;1.0;2.0;;;;NE
20092100.0;200921.0;1.0;2.0;;;;NE
30264200.0;302642.0;1.0;2.0;;;;NE
10339600.0;103396.0;1.0;2.0;;;;NE
30083200.0;300832.0;1.0;2.0;;;;NE
10016700.0;100167.0;1.0;2.0;;;;NE
40048800.0;400488.0;5.0;2.0;;;;NE
10309400.0;103094.0;1.0;2.0;;;;NE
30042400.0;300424.0;1.0;2.0;;;;NE
20194900.0;201949.0;1.0;2.0;;;;NE
40230400.0;402304.0;1.0;2.0;;;;NE
30140700.0;301407.0;1.0;2.0;;;;NE
40153900.0;401539.0;2.0;1.0;90.0;;12.0;NE
40037100.0;400371.0;1.0;2.0;;;;NE
30250300.0;302503.0;1.0;2.0;;;;NE
20337600.0;203376.0;1.0;2.0;;;;NE
20319100.0;203191.0;1.0;2.0;;;;NE
40336400.0;403364.0;1.0;2.0;;;;NE
10177000.0;101770.0;1.0;2.0;;;;NE
40340300.0;403403.0;1.0;2.0;;;;NE
20180500.0;201805.0;1.0;2.0;;;;NE
10342400.0;103424.0;1.0;2.0;;;;NE
20271100.0;202711.0;1.0;2.0;;;;NE
20248800.0;202488.0;1.0;2.0;;;;NE
30022000.0;300220.0;2.0;1.0;;9.0;12.0;NE
30094600.0;300946.0;5.0;2.0;;;;NE
30244900.0;302449.0;1.0;2.0;;;;NE
10005300.0;100053.0;1.0;2.0;;;;NE
20325100.0;203251.0;1.0;2.0;;;;NE
20055300.0;200553.0;3.0;2.0;;;;NE
10053300.0;100533.0;2.0;1.0;;12.0;12.0;NE
40236200.0;402362.0;4.0;2.0;;;;NE
20292700.0;202927.0;1.0;2.0;;;;NE
10096400.0;100964.0;1.0;2.0;;;;NE
20326500.0;203265.0;1.0;2.0;;;;NE
20046800.0;200468.0;1.0;2.0;;;;NE
10249900.0;102499.0;1.0;2.0;;;;NE
40012300.0;400123.0;1.0;2.0;;;;NE
40001800.0;400018.0;1.0;2.0;;;;NE
20150400.0;201504.0;1.0;2.0;;;;NE
